csid,age_class_part,sex,loc_stat,season,day,diary_type,part_educ_stat,part_job,age_class_cont,diary_keeper,shadow_present,shadow_num,fam_rel,share_hh,same_room,share_bed,ever_met,how_often,difficulties_filling_diary,difficulty_comments,record_all_contacts,record_contacts_comments,behaviour_change,behaviour_change_comments,other_comments,dok_year,age_class_part_2,part_age_exact,part_id,part_age_est_min,part_age_est_max,part_age_cat,part_age_group,cnt_age,cnt_age_est_min,cnt_age_est_max,cnt_age_cat,cnt_age_group,cnt_age_exact,country
480,5,Female,0,0,1,Picture,3,Missing,Adult,Participant,0,0,Other,No,No,No,Yes,Regularly,Missing,None,Missing,None,Missing,None,999,2012,35.5,35.5,480,20,49,19-49,19-49,35.5,20,49,19-49,19-49,35.5,Kenya
480,5,Female,0,0,1,Picture,3,Missing,Adult,Participant,0,0,Other,Yes,No,No,Yes,Daily,Missing,None,Missing,None,Missing,None,999,2012,35.5,35.5,480,20,49,19-49,19-49,35.5,20,49,19-49,19-49,35.5,Kenya
480,5,Female,0,0,1,Picture,3,Missing,Primary,Participant,0,0,Other,Yes,No,No,Yes,Daily,Missing,None,Missing,None,Missing,None,999,2012,35.5,35.5,480,20,49,19-49,19-49,10.5,6,15,0-18,0-18,10.5,Kenya
480,5,Female,0,0,1,Picture,3,Missing,Adult,Participant,0,0,Other,No,No,No,Yes,Daily,Missing,None,Missing,None,Missing,None,999,2012,35.5,35.5,480,20,49,19-49,19-49,35.5,20,49,19-49,19-49,35.5,Kenya
480,5,Female,0,0,1,Picture,3,Missing,Adult,Participant,0,0,Other,No,No,No,Yes,Daily,Missing,None,Missing,None,Missing,None,999,2012,35.5,35.5,480,20,49,19-49,19-49,35.5,20,49,19-49,19-49,35.5,Kenya
480,5,Female,0,0,1,Picture,3,Missing,Adult,Participant,0,0,Other,No,No,No,Yes,Regularly,Missing,None,Missing,None,Missing,None,999,2012,35.5,35.5,480,20,49,19-49,19-49,35.5,20,49,19-49,19-49,35.5,Kenya
480,5,Female,0,0,1,Picture,3,Missing,Secondary,Participant,0,0,Other,No,No,No,Yes,Regularly,Missing,None,Missing,None,Missing,None,999,2012,35.5,35.5,480,20,49,19-49,19-49,17.5,16,19,0-18,0-18,17.5,Kenya
482,5,Male,0,0,1,Picture,0,Casual Laborour,Infant,Shadow,1,1,Missing,No,Missing,Missing,Yes,Often,No,None,Yes,None,No,None,No,2011,35.5,35.5,482,20,49,19-49,19-49,.5,0,1,0-18,0-18,.5,Kenya
482,5,Male,0,0,1,Picture,0,Casual Laborour,Primary,Shadow,1,1,Missing,No,Missing,Missing,Yes,Often,No,None,Yes,None,No,None,No,2011,35.5,35.5,482,20,49,19-49,19-49,10.5,6,15,0-18,0-18,10.5,Kenya
482,5,Male,0,0,1,Picture,0,Casual Laborour,Adult,Shadow,1,1,Missing,No,Missing,Missing,Yes,Daily,No,None,Yes,None,No,None,No,2011,35.5,35.5,482,20,49,19-49,19-49,35.5,20,49,19-49,19-49,35.5,Kenya
482,5,Male,0,0,1,Picture,0,Casual Laborour,Older,Shadow,1,1,Missing,No,Missing,Missing,Yes,Often,No,None,Yes,None,No,None,No,2011,35.5,35.5,482,20,49,19-49,19-49,50.5,50,80,50-80,50-80,50.5,Kenya
482,5,Male,0,0,1,Picture,0,Casual Laborour,Adult,Shadow,1,1,Missing,No,Missing,Missing,Yes,Often,No,None,Yes,None,No,None,No,2011,35.5,35.5,482,20,49,19-49,19-49,35.5,20,49,19-49,19-49,35.5,Kenya
482,5,Male,0,0,1,Picture,0,Casual Laborour,Secondary,Shadow,1,1,Missing,No,Missing,Missing,Yes,Often,No,None,Yes,None,No,None,No,2011,35.5,35.5,482,20,49,19-49,19-49,17.5,16,19,0-18,0-18,17.5,Kenya
482,5,Male,0,0,1,Picture,0,Casual Laborour,Adult,Shadow,1,1,Missing,No,Missing,Missing,Yes,Often,No,None,Yes,None,No,None,No,2011,35.5,35.5,482,20,49,19-49,19-49,35.5,20,49,19-49,19-49,35.5,Kenya
483,2,Male,0,1,1,Picture,0,Unemployed,Pre-School,Shadow,1,1,Sibling,No,No,No,Yes,Daily,No,none,Yes,none,No,none,no,2011,2.5,2.5,483,1,5,0-18,0-18,2.5,1,5,0-18,0-18,2.5,Kenya
483,2,Male,0,1,1,Picture,0,Unemployed,Primary,Shadow,1,1,Sibling,No,No,No,Yes,Daily,No,none,Yes,none,No,none,no,2011,2.5,2.5,483,1,5,0-18,0-18,10.5,6,15,0-18,0-18,10.5,Kenya
483,2,Male,0,1,1,Picture,0,Unemployed,Primary,Shadow,1,1,Sibling,No,No,No,Yes,Daily,No,none,Yes,none,No,none,no,2011,2.5,2.5,483,1,5,0-18,0-18,10.5,6,15,0-18,0-18,10.5,Kenya
483,2,Male,0,1,1,Picture,0,Unemployed,Adult,Shadow,1,1,Sibling,No,No,No,Yes,Daily,No,none,Yes,none,No,none,no,2011,2.5,2.5,483,1,5,0-18,0-18,35.5,20,49,19-49,19-49,35.5,Kenya
483,2,Male,0,1,1,Picture,0,Unemployed,Adult,Shadow,1,1,Sibling,No,No,No,Yes,Daily,No,none,Yes,none,No,none,no,2011,2.5,2.5,483,1,5,0-18,0-18,35.5,20,49,19-49,19-49,35.5,Kenya
483,2,Male,0,1,1,Picture,0,Unemployed,Older,Shadow,1,1,Sibling,No,No,No,Yes,Daily,No,none,Yes,none,No,none,no,2011,2.5,2.5,483,1,5,0-18,0-18,50.5,50,80,50-80,50-80,50.5,Kenya
483,2,Male,0,1,1,Picture,0,Unemployed,Primary,Shadow,1,1,Sibling,No,No,No,Yes,Daily,No,none,Yes,none,No,none,no,2011,2.5,2.5,483,1,5,0-18,0-18,10.5,6,15,0-18,0-18,10.5,Kenya
483,2,Male,0,1,1,Picture,0,Unemployed,Primary,Shadow,1,1,Sibling,No,No,No,Yes,Daily,No,none,Yes,none,No,none,no,2011,2.5,2.5,483,1,5,0-18,0-18,10.5,6,15,0-18,0-18,10.5,Kenya
483,2,Male,0,1,1,Picture,0,Unemployed,Primary,Shadow,1,1,Parent,No,Yes,No,Yes,Daily,No,none,Yes,none,No,none,no,2011,2.5,2.5,483,1,5,0-18,0-18,10.5,6,15,0-18,0-18,10.5,Kenya
483,2,Male,0,1,1,Picture,0,Unemployed,Secondary,Shadow,1,1,Sibling,Yes,No,No,Yes,Daily,No,none,Yes,none,No,none,no,2011,2.5,2.5,483,1,5,0-18,0-18,17.5,16,19,0-18,0-18,17.5,Kenya
483,2,Male,0,1,1,Picture,0,Unemployed,Older,Shadow,1,1,Sibling,No,No,No,Yes,Daily,No,none,Yes,none,No,none,no,2011,2.5,2.5,483,1,5,0-18,0-18,50.5,50,80,50-80,50-80,50.5,Kenya
483,2,Male,0,1,1,Picture,0,Unemployed,Infant,Shadow,1,1,Sibling,No,No,No,Yes,Daily,No,none,Yes,none,No,none,no,2011,2.5,2.5,483,1,5,0-18,0-18,.5,0,1,0-18,0-18,.5,Kenya
483,2,Male,0,1,1,Picture,0,Unemployed,Adult,Shadow,1,1,Sibling,No,No,No,Yes,Regularly,No,none,Yes,none,No,none,no,2011,2.5,2.5,483,1,5,0-18,0-18,35.5,20,49,19-49,19-49,35.5,Kenya
483,2,Male,0,1,1,Picture,0,Unemployed,Adult,Shadow,1,1,Sibling,Yes,No,No,Yes,Daily,No,none,Yes,none,No,none,no,2011,2.5,2.5,483,1,5,0-18,0-18,35.5,20,49,19-49,19-49,35.5,Kenya
483,2,Male,0,1,1,Picture,0,Unemployed,Adult,Shadow,1,1,Sibling,No,No,No,Yes,Daily,No,none,Yes,none,No,none,no,2011,2.5,2.5,483,1,5,0-18,0-18,35.5,20,49,19-49,19-49,35.5,Kenya
483,2,Male,0,1,1,Picture,0,Unemployed,Primary,Shadow,1,1,Sibling,No,No,No,Yes,Daily,No,none,Yes,none,No,none,no,2011,2.5,2.5,483,1,5,0-18,0-18,10.5,6,15,0-18,0-18,10.5,Kenya
483,2,Male,0,1,1,Picture,0,Unemployed,Primary,Shadow,1,1,Sibling,No,No,No,Yes,Daily,No,none,Yes,none,No,none,no,2011,2.5,2.5,483,1,5,0-18,0-18,10.5,6,15,0-18,0-18,10.5,Kenya
483,2,Male,0,1,1,Picture,0,Unemployed,Pre-School,Shadow,1,1,Sibling,No,No,No,Yes,Daily,No,none,Yes,none,No,none,no,2011,2.5,2.5,483,1,5,0-18,0-18,2.5,1,5,0-18,0-18,2.5,Kenya
483,2,Male,0,1,1,Picture,0,Unemployed,Primary,Shadow,1,1,Sibling,No,No,No,Yes,Daily,No,none,Yes,none,No,none,no,2011,2.5,2.5,483,1,5,0-18,0-18,10.5,6,15,0-18,0-18,10.5,Kenya
483,2,Male,0,1,1,Picture,0,Unemployed,Adult,Shadow,1,1,Sibling,No,No,No,Yes,Daily,No,none,Yes,none,No,none,no,2011,2.5,2.5,483,1,5,0-18,0-18,35.5,20,49,19-49,19-49,35.5,Kenya
483,2,Male,0,1,1,Picture,0,Unemployed,Primary,Shadow,1,1,Sibling,No,No,No,Yes,Daily,No,none,Yes,none,No,none,no,2011,2.5,2.5,483,1,5,0-18,0-18,10.5,6,15,0-18,0-18,10.5,Kenya
483,2,Male,0,1,1,Picture,0,Unemployed,Primary,Shadow,1,1,Sibling,No,No,No,Yes,Daily,No,none,Yes,none,No,none,no,2011,2.5,2.5,483,1,5,0-18,0-18,10.5,6,15,0-18,0-18,10.5,Kenya
483,2,Male,0,1,1,Picture,0,Unemployed,Primary,Shadow,1,1,Sibling,No,No,No,Yes,Daily,No,none,Yes,none,No,none,no,2011,2.5,2.5,483,1,5,0-18,0-18,10.5,6,15,0-18,0-18,10.5,Kenya
483,2,Male,0,1,1,Picture,0,Unemployed,Adult,Shadow,1,1,Sibling,No,No,No,Yes,Daily,No,none,Yes,none,No,none,no,2011,2.5,2.5,483,1,5,0-18,0-18,35.5,20,49,19-49,19-49,35.5,Kenya
483,2,Male,0,1,1,Picture,0,Unemployed,Pre-School,Shadow,1,1,Sibling,No,No,No,Yes,Daily,No,none,Yes,none,No,none,no,2011,2.5,2.5,483,1,5,0-18,0-18,2.5,1,5,0-18,0-18,2.5,Kenya
483,2,Male,0,1,1,Picture,0,Unemployed,Primary,Shadow,1,1,Sibling,No,No,No,Yes,Daily,No,none,Yes,none,No,none,no,2011,2.5,2.5,483,1,5,0-18,0-18,10.5,6,15,0-18,0-18,10.5,Kenya
483,2,Male,0,1,1,Picture,0,Unemployed,Pre-School,Shadow,1,1,Sibling,No,No,No,Yes,Daily,No,none,Yes,none,No,none,no,2011,2.5,2.5,483,1,5,0-18,0-18,2.5,1,5,0-18,0-18,2.5,Kenya
483,2,Male,0,1,1,Picture,0,Unemployed,Secondary,Shadow,1,1,Sibling,No,No,No,Yes,Daily,No,none,Yes,none,No,none,no,2011,2.5,2.5,483,1,5,0-18,0-18,17.5,16,19,0-18,0-18,17.5,Kenya
483,2,Male,0,1,1,Picture,0,Unemployed,Primary,Shadow,1,1,Sibling,No,No,No,Yes,Daily,No,none,Yes,none,No,none,no,2011,2.5,2.5,483,1,5,0-18,0-18,10.5,6,15,0-18,0-18,10.5,Kenya
483,2,Male,0,1,1,Picture,0,Unemployed,Primary,Shadow,1,1,Sibling,No,No,No,Yes,Daily,No,none,Yes,none,No,none,no,2011,2.5,2.5,483,1,5,0-18,0-18,10.5,6,15,0-18,0-18,10.5,Kenya
483,2,Male,0,1,1,Picture,0,Unemployed,Adult,Shadow,1,1,Sibling,No,Yes,Yes,Yes,Daily,No,none,Yes,none,No,none,no,2011,2.5,2.5,483,1,5,0-18,0-18,35.5,20,49,19-49,19-49,35.5,Kenya
483,2,Male,0,1,1,Picture,0,Unemployed,Adult,Shadow,1,1,Sibling,No,No,No,Yes,Daily,No,none,Yes,none,No,none,no,2011,2.5,2.5,483,1,5,0-18,0-18,35.5,20,49,19-49,19-49,35.5,Kenya
483,2,Male,0,1,1,Picture,0,Unemployed,Pre-School,Shadow,1,1,Sibling,Yes,No,No,Yes,Daily,No,none,Yes,none,No,none,no,2011,2.5,2.5,483,1,5,0-18,0-18,2.5,1,5,0-18,0-18,2.5,Kenya
483,2,Male,0,1,1,Picture,0,Unemployed,Primary,Shadow,1,1,Sibling,No,No,No,Yes,Daily,No,none,Yes,none,No,none,no,2011,2.5,2.5,483,1,5,0-18,0-18,10.5,6,15,0-18,0-18,10.5,Kenya
