csid,age_class_part,sex,loc_stat,season,day,diary_type,part_educ_stat,part_job,age_class_cont,diary_keeper,shadow_present,shadow_num,fam_rel,share_hh,same_room,share_bed,ever_met,how_often,difficulties_filling_diary,difficulty_comments,record_all_contacts,record_contacts_comments,behaviour_change,behaviour_change_comments,other_comments,dok_year,age_class_part_2,part_age_exact,part_id,part_age_est_min,part_age_est_max,part_age_cat,part_age_group,cnt_age,cnt_age_est_min,cnt_age_est_max,cnt_age_cat,cnt_age_group,cnt_age_exact,country
6,2,Male,1,0,1,Picture,0,Unemployed,Adult,Shadow,1,1,Other relative,Yes,No,No,Yes,Daily,No,none,Yes,none,No,none,no,2011,2.5,2.5,6,1,5,0-18,0-18,35.5,20,49,19-49,19-49,35.5,Kenya
6,2,Male,1,0,1,Picture,0,Unemployed,Older,Shadow,1,1,Other relative,Yes,No,No,Yes,Daily,No,none,Yes,none,No,none,no,2011,2.5,2.5,6,1,5,0-18,0-18,50.5,50,80,50-80,50-80,50.5,Kenya
6,2,Male,1,0,1,Picture,0,Unemployed,Secondary,Shadow,1,1,Other relative,Yes,No,No,Yes,Daily,No,none,Yes,none,No,none,no,2011,2.5,2.5,6,1,5,0-18,0-18,17.5,16,19,0-18,0-18,17.5,Kenya
6,2,Male,1,0,1,Picture,0,Unemployed,Secondary,Shadow,1,1,Other relative,No,No,No,Yes,Daily,No,none,Yes,none,No,none,no,2011,2.5,2.5,6,1,5,0-18,0-18,17.5,16,19,0-18,0-18,17.5,Kenya
6,2,Male,1,0,1,Picture,0,Unemployed,Secondary,Shadow,1,1,Other relative,Yes,No,No,Yes,Daily,No,none,Yes,none,No,none,no,2011,2.5,2.5,6,1,5,0-18,0-18,17.5,16,19,0-18,0-18,17.5,Kenya
6,2,Male,1,0,1,Picture,0,Unemployed,Primary,Shadow,1,1,Other relative,Yes,No,No,Yes,Daily,No,none,Yes,none,No,none,no,2011,2.5,2.5,6,1,5,0-18,0-18,10.5,6,15,0-18,0-18,10.5,Kenya
6,2,Male,1,0,1,Picture,0,Unemployed,Secondary,Shadow,1,1,Other relative,Yes,Yes,No,Yes,Daily,No,none,Yes,none,No,none,no,2011,2.5,2.5,6,1,5,0-18,0-18,17.5,16,19,0-18,0-18,17.5,Kenya
6,2,Male,1,0,1,Picture,0,Unemployed,Adult,Shadow,1,1,Other relative,No,No,No,Yes,Daily,No,none,Yes,none,No,none,no,2011,2.5,2.5,6,1,5,0-18,0-18,35.5,20,49,19-49,19-49,35.5,Kenya
6,2,Male,1,0,1,Picture,0,Unemployed,Adult,Shadow,1,1,Other relative,No,No,No,Yes,Daily,No,none,Yes,none,No,none,no,2011,2.5,2.5,6,1,5,0-18,0-18,35.5,20,49,19-49,19-49,35.5,Kenya
6,2,Male,1,0,1,Picture,0,Unemployed,Adult,Shadow,1,1,Other relative,No,No,No,Yes,Daily,No,none,Yes,none,No,none,no,2011,2.5,2.5,6,1,5,0-18,0-18,35.5,20,49,19-49,19-49,35.5,Kenya
6,2,Male,1,0,1,Picture,0,Unemployed,Adult,Shadow,1,1,Other relative,No,No,No,Yes,Daily,No,none,Yes,none,No,none,no,2011,2.5,2.5,6,1,5,0-18,0-18,35.5,20,49,19-49,19-49,35.5,Kenya
14,3,Female,1,1,1,Picture,1,Pre-School,Secondary,Shadow,1,1,Sibling,No,No,No,Yes,Daily,No,None,Yes,None,No,None,999,2011,10.5,10.5,14,6,15,0-18,0-18,17.5,16,19,0-18,0-18,17.5,Kenya
14,3,Female,1,1,1,Picture,1,Pre-School,Primary,Shadow,1,1,Sibling,No,No,No,Yes,Daily,No,None,Yes,None,No,None,999,2011,10.5,10.5,14,6,15,0-18,0-18,10.5,6,15,0-18,0-18,10.5,Kenya
14,3,Female,1,1,1,Picture,1,Pre-School,Pre-School,Shadow,1,1,Parent,No,Yes,No,Yes,Daily,No,None,Yes,None,No,None,999,2011,10.5,10.5,14,6,15,0-18,0-18,2.5,1,5,0-18,0-18,2.5,Kenya
14,3,Female,1,1,1,Picture,1,Pre-School,Primary,Shadow,1,1,Sibling,No,No,No,Yes,Daily,No,None,Yes,None,No,None,999,2011,10.5,10.5,14,6,15,0-18,0-18,10.5,6,15,0-18,0-18,10.5,Kenya
14,3,Female,1,1,1,Picture,1,Pre-School,Pre-School,Shadow,1,1,Sibling,No,No,No,Yes,Daily,No,None,Yes,None,No,None,999,2011,10.5,10.5,14,6,15,0-18,0-18,2.5,1,5,0-18,0-18,2.5,Kenya
14,3,Female,1,1,1,Picture,1,Pre-School,Adult,Shadow,1,1,Sibling,No,No,No,Yes,Daily,No,None,Yes,None,No,None,999,2011,10.5,10.5,14,6,15,0-18,0-18,35.5,20,49,19-49,19-49,35.5,Kenya
14,3,Female,1,1,1,Picture,1,Pre-School,Secondary,Shadow,1,1,Sibling,Yes,No,No,Yes,Daily,No,None,Yes,None,No,None,999,2011,10.5,10.5,14,6,15,0-18,0-18,17.5,16,19,0-18,0-18,17.5,Kenya
14,3,Female,1,1,1,Picture,1,Pre-School,Primary,Shadow,1,1,Sibling,Yes,No,No,Yes,Daily,No,None,Yes,None,No,None,999,2011,10.5,10.5,14,6,15,0-18,0-18,10.5,6,15,0-18,0-18,10.5,Kenya
14,3,Female,1,1,1,Picture,1,Pre-School,Pre-School,Shadow,1,1,Parent,No,Yes,No,Yes,Daily,No,None,Yes,None,No,None,999,2011,10.5,10.5,14,6,15,0-18,0-18,2.5,1,5,0-18,0-18,2.5,Kenya
14,3,Female,1,1,1,Picture,1,Pre-School,Pre-School,Shadow,1,1,Sibling,No,No,No,Yes,Daily,No,None,Yes,None,No,None,999,2011,10.5,10.5,14,6,15,0-18,0-18,2.5,1,5,0-18,0-18,2.5,Kenya
14,3,Female,1,1,1,Picture,1,Pre-School,Primary,Shadow,1,1,Sibling,No,No,No,Yes,Daily,No,None,Yes,None,No,None,999,2011,10.5,10.5,14,6,15,0-18,0-18,10.5,6,15,0-18,0-18,10.5,Kenya
14,3,Female,1,1,1,Picture,1,Pre-School,Adult,Shadow,1,1,Sibling,No,No,No,Yes,Daily,No,None,Yes,None,No,None,999,2011,10.5,10.5,14,6,15,0-18,0-18,35.5,20,49,19-49,19-49,35.5,Kenya
14,3,Female,1,1,1,Picture,1,Pre-School,Primary,Shadow,1,1,Sibling,No,No,No,Yes,Daily,No,None,Yes,None,No,None,999,2011,10.5,10.5,14,6,15,0-18,0-18,10.5,6,15,0-18,0-18,10.5,Kenya
15,2,Female,1,1,1,Picture,0,Pre-School,Pre-School,Shadow,1,1,Sibling,No,Yes,No,Yes,Daily,No,none,Yes,none,No,none,no,2011,2.5,2.5,15,1,5,0-18,0-18,2.5,1,5,0-18,0-18,2.5,Kenya
15,2,Female,1,1,1,Picture,0,Pre-School,Pre-School,Shadow,1,1,Sibling,No,Yes,No,Yes,Daily,No,none,Yes,none,No,none,no,2011,2.5,2.5,15,1,5,0-18,0-18,2.5,1,5,0-18,0-18,2.5,Kenya
15,2,Female,1,1,1,Picture,0,Pre-School,Primary,Shadow,1,1,Sibling,No,Yes,No,Yes,Daily,No,none,Yes,none,No,none,no,2011,2.5,2.5,15,1,5,0-18,0-18,10.5,6,15,0-18,0-18,10.5,Kenya
15,2,Female,1,1,1,Picture,0,Pre-School,Pre-School,Shadow,1,1,Sibling,No,Yes,No,Yes,Daily,No,none,Yes,none,No,none,no,2011,2.5,2.5,15,1,5,0-18,0-18,2.5,1,5,0-18,0-18,2.5,Kenya
15,2,Female,1,1,1,Picture,0,Pre-School,Adult,Shadow,1,1,Sibling,No,Yes,No,Yes,Daily,No,none,Yes,none,No,none,no,2011,2.5,2.5,15,1,5,0-18,0-18,35.5,20,49,19-49,19-49,35.5,Kenya
15,2,Female,1,1,1,Picture,0,Pre-School,Adult,Shadow,1,1,Sibling,No,Yes,No,Yes,Daily,No,none,Yes,none,No,none,no,2011,2.5,2.5,15,1,5,0-18,0-18,35.5,20,49,19-49,19-49,35.5,Kenya
15,2,Female,1,1,1,Picture,0,Pre-School,Pre-School,Shadow,1,1,Sibling,No,Yes,No,Yes,Daily,No,none,Yes,none,No,none,no,2011,2.5,2.5,15,1,5,0-18,0-18,2.5,1,5,0-18,0-18,2.5,Kenya
15,2,Female,1,1,1,Picture,0,Pre-School,Primary,Shadow,1,1,Sibling,No,Yes,No,Yes,Daily,No,none,Yes,none,No,none,no,2011,2.5,2.5,15,1,5,0-18,0-18,10.5,6,15,0-18,0-18,10.5,Kenya
15,2,Female,1,1,1,Picture,0,Pre-School,Pre-School,Shadow,1,1,Parent,No,Yes,No,Yes,Daily,No,none,Yes,none,No,none,no,2011,2.5,2.5,15,1,5,0-18,0-18,2.5,1,5,0-18,0-18,2.5,Kenya
15,2,Female,1,1,1,Picture,0,Pre-School,Primary,Shadow,1,1,Sibling,No,Yes,No,Yes,Daily,No,none,Yes,none,No,none,no,2011,2.5,2.5,15,1,5,0-18,0-18,10.5,6,15,0-18,0-18,10.5,Kenya
15,2,Female,1,1,1,Picture,0,Pre-School,Adult,Shadow,1,1,Sibling,No,Yes,No,Yes,Daily,No,none,Yes,none,No,none,no,2011,2.5,2.5,15,1,5,0-18,0-18,35.5,20,49,19-49,19-49,35.5,Kenya
15,2,Female,1,1,1,Picture,0,Pre-School,Pre-School,Shadow,1,1,Sibling,No,Yes,No,Yes,Daily,No,none,Yes,none,No,none,no,2011,2.5,2.5,15,1,5,0-18,0-18,2.5,1,5,0-18,0-18,2.5,Kenya
15,2,Female,1,1,1,Picture,0,Pre-School,Pre-School,Shadow,1,1,Sibling,No,Yes,No,Yes,Daily,No,none,Yes,none,No,none,no,2011,2.5,2.5,15,1,5,0-18,0-18,2.5,1,5,0-18,0-18,2.5,Kenya
15,2,Female,1,1,1,Picture,0,Pre-School,Older,Shadow,1,1,Sibling,No,Yes,No,Yes,Daily,No,none,Yes,none,No,none,no,2011,2.5,2.5,15,1,5,0-18,0-18,50.5,50,80,50-80,50-80,50.5,Kenya
15,2,Female,1,1,1,Picture,0,Pre-School,Primary,Shadow,1,1,Sibling,No,Yes,No,Yes,Daily,No,none,Yes,none,No,none,no,2011,2.5,2.5,15,1,5,0-18,0-18,10.5,6,15,0-18,0-18,10.5,Kenya
15,2,Female,1,1,1,Picture,0,Pre-School,Primary,Shadow,1,1,Sibling,No,Yes,No,Yes,Daily,No,none,Yes,none,No,none,no,2011,2.5,2.5,15,1,5,0-18,0-18,10.5,6,15,0-18,0-18,10.5,Kenya
15,2,Female,1,1,1,Picture,0,Pre-School,Pre-School,Shadow,1,1,Sibling,No,Yes,No,Yes,Daily,No,none,Yes,none,No,none,no,2011,2.5,2.5,15,1,5,0-18,0-18,2.5,1,5,0-18,0-18,2.5,Kenya
15,2,Female,1,1,1,Picture,0,Pre-School,Adult,Shadow,1,1,Sibling,Yes,Yes,No,Yes,Daily,No,none,Yes,none,No,none,no,2011,2.5,2.5,15,1,5,0-18,0-18,35.5,20,49,19-49,19-49,35.5,Kenya
15,2,Female,1,1,1,Picture,0,Pre-School,Primary,Shadow,1,1,Parent,Yes,Yes,No,Yes,Daily,No,none,Yes,none,No,none,no,2011,2.5,2.5,15,1,5,0-18,0-18,10.5,6,15,0-18,0-18,10.5,Kenya
15,2,Female,1,1,1,Picture,0,Pre-School,Primary,Shadow,1,1,Sibling,No,Yes,No,Yes,Daily,No,none,Yes,none,No,none,no,2011,2.5,2.5,15,1,5,0-18,0-18,10.5,6,15,0-18,0-18,10.5,Kenya
15,2,Female,1,1,1,Picture,0,Pre-School,Adult,Shadow,1,1,Sibling,No,Yes,No,Yes,Daily,No,none,Yes,none,No,none,no,2011,2.5,2.5,15,1,5,0-18,0-18,35.5,20,49,19-49,19-49,35.5,Kenya
15,2,Female,1,1,1,Picture,0,Pre-School,Adult,Shadow,1,1,Sibling,Yes,Yes,No,Yes,Daily,No,none,Yes,none,No,none,no,2011,2.5,2.5,15,1,5,0-18,0-18,35.5,20,49,19-49,19-49,35.5,Kenya
15,2,Female,1,1,1,Picture,0,Pre-School,Pre-School,Shadow,1,1,Sibling,No,Yes,No,Yes,Daily,No,none,Yes,none,No,none,no,2011,2.5,2.5,15,1,5,0-18,0-18,2.5,1,5,0-18,0-18,2.5,Kenya
16,3,Male,1,1,0,Picture,2,Student,Secondary,Participant,0,0,Parent,No,No,No,Yes,Daily,No,None,Yes,None,No,None,999,2011,10.5,10.5,16,6,15,0-18,0-18,17.5,16,19,0-18,0-18,17.5,Kenya
16,3,Male,1,1,0,Picture,2,Student,Adult,Participant,0,0,Parent,No,No,No,Yes,Daily,No,None,Yes,None,No,None,999,2011,10.5,10.5,16,6,15,0-18,0-18,35.5,20,49,19-49,19-49,35.5,Kenya
16,3,Male,1,1,0,Picture,2,Student,Adult,Participant,0,0,Parent,No,No,No,Yes,Daily,No,None,Yes,None,No,None,999,2011,10.5,10.5,16,6,15,0-18,0-18,35.5,20,49,19-49,19-49,35.5,Kenya
16,3,Male,1,1,0,Picture,2,Student,Adult,Participant,0,0,Parent,No,No,No,Yes,Daily,No,None,Yes,None,No,None,999,2011,10.5,10.5,16,6,15,0-18,0-18,35.5,20,49,19-49,19-49,35.5,Kenya
16,3,Male,1,1,0,Picture,2,Student,Older,Participant,0,0,Parent,No,No,No,Yes,Daily,No,None,Yes,None,No,None,999,2011,10.5,10.5,16,6,15,0-18,0-18,50.5,50,80,50-80,50-80,50.5,Kenya
16,3,Male,1,1,0,Picture,2,Student,Older,Participant,0,0,Parent,Yes,No,No,Yes,Daily,No,None,Yes,None,No,None,999,2011,10.5,10.5,16,6,15,0-18,0-18,50.5,50,80,50-80,50-80,50.5,Kenya
16,3,Male,1,1,0,Picture,2,Student,Adult,Participant,0,0,Parent,Yes,No,No,Yes,Daily,No,None,Yes,None,No,None,999,2011,10.5,10.5,16,6,15,0-18,0-18,35.5,20,49,19-49,19-49,35.5,Kenya
16,3,Male,1,1,0,Picture,2,Student,Older,Participant,0,0,Parent,No,No,No,Yes,Daily,No,None,Yes,None,No,None,999,2011,10.5,10.5,16,6,15,0-18,0-18,50.5,50,80,50-80,50-80,50.5,Kenya
16,3,Male,1,1,0,Picture,2,Student,Primary,Participant,0,0,Parent,No,No,No,Yes,Daily,No,None,Yes,None,No,None,999,2011,10.5,10.5,16,6,15,0-18,0-18,10.5,6,15,0-18,0-18,10.5,Kenya
18,4,Male,1,1,1,Picture,2,Student,Older,Participant,0,0,Parent,No,No,No,Yes,Daily,No,none,No,He could not figure out quickly what symbols to use to represent the three contacts that's why he forgot.,No,none,no,2011,17.5,17.5,18,16,19,0-18,0-18,50.5,50,80,50-80,50-80,50.5,Kenya
18,4,Male,1,1,1,Picture,2,Student,Primary,Participant,0,0,Parent,No,No,No,Yes,Daily,No,none,No,He could not figure out quickly what symbols to use to represent the three contacts that's why he forgot.,No,none,no,2011,17.5,17.5,18,16,19,0-18,0-18,10.5,6,15,0-18,0-18,10.5,Kenya
18,4,Male,1,1,1,Picture,2,Student,Primary,Participant,0,0,Parent,Yes,No,No,Yes,Daily,No,none,No,He could not figure out quickly what symbols to use to represent the three contacts that's why he forgot.,No,none,no,2011,17.5,17.5,18,16,19,0-18,0-18,10.5,6,15,0-18,0-18,10.5,Kenya
18,4,Male,1,1,1,Picture,2,Student,Secondary,Participant,0,0,Parent,No,No,No,Yes,Daily,No,none,No,He could not figure out quickly what symbols to use to represent the three contacts that's why he forgot.,No,none,no,2011,17.5,17.5,18,16,19,0-18,0-18,17.5,16,19,0-18,0-18,17.5,Kenya
18,4,Male,1,1,1,Picture,2,Student,Adult,Participant,0,0,Parent,Yes,No,No,Yes,Daily,No,none,No,He could not figure out quickly what symbols to use to represent the three contacts that's why he forgot.,No,none,no,2011,17.5,17.5,18,16,19,0-18,0-18,35.5,20,49,19-49,19-49,35.5,Kenya
18,4,Male,1,1,1,Picture,2,Student,Secondary,Participant,0,0,Parent,No,No,No,Yes,Daily,No,none,No,He could not figure out quickly what symbols to use to represent the three contacts that's why he forgot.,No,none,no,2011,17.5,17.5,18,16,19,0-18,0-18,17.5,16,19,0-18,0-18,17.5,Kenya
18,4,Male,1,1,1,Picture,2,Student,Primary,Participant,0,0,Parent,No,No,No,Yes,Daily,No,none,No,He could not figure out quickly what symbols to use to represent the three contacts that's why he forgot.,No,none,no,2011,17.5,17.5,18,16,19,0-18,0-18,10.5,6,15,0-18,0-18,10.5,Kenya
18,4,Male,1,1,1,Picture,2,Student,Secondary,Participant,0,0,Parent,No,No,No,Yes,Daily,No,none,No,He could not figure out quickly what symbols to use to represent the three contacts that's why he forgot.,No,none,no,2011,17.5,17.5,18,16,19,0-18,0-18,17.5,16,19,0-18,0-18,17.5,Kenya
18,4,Male,1,1,1,Picture,2,Student,Primary,Participant,0,0,Sibling,No,No,No,Yes,Daily,No,none,No,He could not figure out quickly what symbols to use to represent the three contacts that's why he forgot.,No,none,no,2011,17.5,17.5,18,16,19,0-18,0-18,10.5,6,15,0-18,0-18,10.5,Kenya
18,4,Male,1,1,1,Picture,2,Student,Adult,Participant,0,0,Parent,No,No,No,Yes,Rarely,No,none,No,He could not figure out quickly what symbols to use to represent the three contacts that's why he forgot.,No,none,no,2011,17.5,17.5,18,16,19,0-18,0-18,35.5,20,49,19-49,19-49,35.5,Kenya
18,4,Male,1,1,1,Picture,2,Student,Primary,Participant,0,0,Parent,Yes,No,No,Yes,Daily,No,none,No,He could not figure out quickly what symbols to use to represent the three contacts that's why he forgot.,No,none,no,2011,17.5,17.5,18,16,19,0-18,0-18,10.5,6,15,0-18,0-18,10.5,Kenya
18,4,Male,1,1,1,Picture,2,Student,Adult,Participant,0,0,Parent,No,No,No,Missing,Missing,No,none,No,He could not figure out quickly what symbols to use to represent the three contacts that's why he forgot.,No,none,no,2011,17.5,17.5,18,16,19,0-18,0-18,35.5,20,49,19-49,19-49,35.5,Kenya
18,4,Male,1,1,1,Picture,2,Student,Primary,Participant,0,0,Parent,Yes,No,No,Yes,Daily,No,none,No,He could not figure out quickly what symbols to use to represent the three contacts that's why he forgot.,No,none,no,2011,17.5,17.5,18,16,19,0-18,0-18,10.5,6,15,0-18,0-18,10.5,Kenya
18,4,Male,1,1,1,Picture,2,Student,Secondary,Participant,0,0,Sibling,No,No,No,Yes,Daily,No,none,No,He could not figure out quickly what symbols to use to represent the three contacts that's why he forgot.,No,none,no,2011,17.5,17.5,18,16,19,0-18,0-18,17.5,16,19,0-18,0-18,17.5,Kenya
18,4,Male,1,1,1,Picture,2,Student,Primary,Participant,0,0,Parent,Yes,No,No,Yes,Daily,No,none,No,He could not figure out quickly what symbols to use to represent the three contacts that's why he forgot.,No,none,no,2011,17.5,17.5,18,16,19,0-18,0-18,10.5,6,15,0-18,0-18,10.5,Kenya
18,4,Male,1,1,1,Picture,2,Student,Older,Participant,0,0,Parent,No,No,No,Yes,Rarely,No,none,No,He could not figure out quickly what symbols to use to represent the three contacts that's why he forgot.,No,none,no,2011,17.5,17.5,18,16,19,0-18,0-18,50.5,50,80,50-80,50-80,50.5,Kenya
18,4,Male,1,1,1,Picture,2,Student,Pre-School,Participant,0,0,Parent,Yes,No,No,Yes,Daily,No,none,No,He could not figure out quickly what symbols to use to represent the three contacts that's why he forgot.,No,none,no,2011,17.5,17.5,18,16,19,0-18,0-18,2.5,1,5,0-18,0-18,2.5,Kenya
18,4,Male,1,1,1,Picture,2,Student,Adult,Participant,0,0,Sibling,No,No,No,Yes,Rarely,No,none,No,He could not figure out quickly what symbols to use to represent the three contacts that's why he forgot.,No,none,no,2011,17.5,17.5,18,16,19,0-18,0-18,35.5,20,49,19-49,19-49,35.5,Kenya
18,4,Male,1,1,1,Picture,2,Student,Adult,Participant,0,0,Sibling,No,No,No,Yes,Daily,No,none,No,He could not figure out quickly what symbols to use to represent the three contacts that's why he forgot.,No,none,no,2011,17.5,17.5,18,16,19,0-18,0-18,35.5,20,49,19-49,19-49,35.5,Kenya
18,4,Male,1,1,1,Picture,2,Student,Primary,Participant,0,0,Parent,No,No,No,Yes,Daily,No,none,No,He could not figure out quickly what symbols to use to represent the three contacts that's why he forgot.,No,none,no,2011,17.5,17.5,18,16,19,0-18,0-18,10.5,6,15,0-18,0-18,10.5,Kenya
18,4,Male,1,1,1,Picture,2,Student,Adult,Participant,0,0,Parent,Yes,No,No,Yes,Daily,No,none,No,He could not figure out quickly what symbols to use to represent the three contacts that's why he forgot.,No,none,no,2011,17.5,17.5,18,16,19,0-18,0-18,35.5,20,49,19-49,19-49,35.5,Kenya
18,4,Male,1,1,1,Picture,2,Student,Adult,Participant,0,0,Parent,No,No,No,Yes,Daily,No,none,No,He could not figure out quickly what symbols to use to represent the three contacts that's why he forgot.,No,none,no,2011,17.5,17.5,18,16,19,0-18,0-18,35.5,20,49,19-49,19-49,35.5,Kenya
18,4,Male,1,1,1,Picture,2,Student,Secondary,Participant,0,0,Sibling,No,No,No,Yes,Daily,No,none,No,He could not figure out quickly what symbols to use to represent the three contacts that's why he forgot.,No,none,no,2011,17.5,17.5,18,16,19,0-18,0-18,17.5,16,19,0-18,0-18,17.5,Kenya
18,4,Male,1,1,1,Picture,2,Student,Secondary,Participant,0,0,Parent,No,No,No,Yes,Missing,No,none,No,He could not figure out quickly what symbols to use to represent the three contacts that's why he forgot.,No,none,no,2011,17.5,17.5,18,16,19,0-18,0-18,17.5,16,19,0-18,0-18,17.5,Kenya
19,1,Female,1,0,0,Picture,0,Pre-School,Secondary,Shadow,1,1,Parent,No,Yes,Yes,Yes,Daily,No,None,Yes,None,No,None,No,2012,.5,.5,19,0,1,0-18,0-18,17.5,16,19,0-18,0-18,17.5,Kenya
19,1,Female,1,0,0,Picture,0,Pre-School,Secondary,Shadow,1,1,Parent,No,Yes,Yes,Yes,Daily,No,None,Yes,None,No,None,No,2012,.5,.5,19,0,1,0-18,0-18,17.5,16,19,0-18,0-18,17.5,Kenya
19,1,Female,1,0,0,Picture,0,Pre-School,Pre-School,Shadow,1,1,Sibling,No,Yes,No,Yes,Daily,No,None,Yes,None,No,None,No,2012,.5,.5,19,0,1,0-18,0-18,2.5,1,5,0-18,0-18,2.5,Kenya
19,1,Female,1,0,0,Picture,0,Pre-School,Infant,Shadow,1,1,Parent,Yes,Yes,Yes,Yes,Daily,No,None,Yes,None,No,None,No,2012,.5,.5,19,0,1,0-18,0-18,.5,0,1,0-18,0-18,.5,Kenya
19,1,Female,1,0,0,Picture,0,Pre-School,Adult,Shadow,1,1,Parent,Yes,Yes,No,Yes,Daily,No,None,Yes,None,No,None,No,2012,.5,.5,19,0,1,0-18,0-18,35.5,20,49,19-49,19-49,35.5,Kenya
19,1,Female,1,0,0,Picture,0,Pre-School,Pre-School,Shadow,1,1,Parent,Yes,Yes,Yes,Yes,Daily,No,None,Yes,None,No,None,No,2012,.5,.5,19,0,1,0-18,0-18,2.5,1,5,0-18,0-18,2.5,Kenya
19,1,Female,1,0,0,Picture,0,Pre-School,Adult,Shadow,1,1,Sibling,Yes,Yes,Yes,Yes,Daily,No,None,Yes,None,No,None,No,2012,.5,.5,19,0,1,0-18,0-18,35.5,20,49,19-49,19-49,35.5,Kenya
19,1,Female,1,0,0,Picture,0,Pre-School,Secondary,Shadow,1,1,Sibling,No,Yes,Yes,Yes,Daily,No,None,Yes,None,No,None,No,2012,.5,.5,19,0,1,0-18,0-18,17.5,16,19,0-18,0-18,17.5,Kenya
19,1,Female,1,0,0,Picture,0,Pre-School,Adult,Shadow,1,1,Parent,Yes,Yes,Yes,Yes,Daily,No,None,Yes,None,No,None,No,2012,.5,.5,19,0,1,0-18,0-18,35.5,20,49,19-49,19-49,35.5,Kenya
19,1,Female,1,0,0,Picture,0,Pre-School,Pre-School,Shadow,1,1,Sibling,Yes,Yes,Yes,Yes,Daily,No,None,Yes,None,No,None,No,2012,.5,.5,19,0,1,0-18,0-18,2.5,1,5,0-18,0-18,2.5,Kenya
19,1,Female,1,0,0,Picture,0,Pre-School,Pre-School,Shadow,1,1,Parent,Yes,Yes,Yes,Yes,Daily,No,None,Yes,None,No,None,No,2012,.5,.5,19,0,1,0-18,0-18,2.5,1,5,0-18,0-18,2.5,Kenya
20,5,Female,1,0,1,Picture,4,Other,Adult,Participant,0,0,Offspring,Yes,No,No,Yes,Daily,No,None,Yes,None,No,,999,2011,35.5,35.5,20,20,49,19-49,19-49,35.5,20,49,19-49,19-49,35.5,Kenya
